id,timestamp,x,y,theta
1,2025-04-09 09:25:25.629286,0.8359375,0.3145833333333333,343.3611943295737
1,2025-04-09 09:25:29.886753,0.6484375,0.36666666666666664,348.11134196037204
1,2025-04-09 09:25:29.917335,0.6328125,0.3541666666666667,349.1468852949298
1,2025-04-09 09:25:29.950060,0.6203125,0.3541666666666667,348.93512924593443
1,2025-04-09 09:25:29.996709,0.60625,0.3645833333333333,348.93512924593443
1,2025-04-09 09:25:30.029733,0.596875,0.3770833333333333,348.5199066106518
1,2025-04-09 09:25:30.062454,0.59375,0.38958333333333334,348.1868552998628
1,2025-04-09 09:25:30.093456,0.5953125,0.39791666666666664,349.0771952801307
1,2025-04-09 09:25:30.126078,0.603125,0.4083333333333333,350.4761576515008
1,2025-04-09 09:25:30.157090,0.6203125,0.41875,350.4761576515008
1,2025-04-09 09:25:30.189756,0.6375,0.43125,350.113122623182
1,2025-04-09 09:25:30.221103,0.6546875,0.4375,351.30869246411515
1,2025-04-09 09:25:30.253765,0.66875,0.4479166666666667,351.11214830878026
1,2025-04-09 09:25:30.286012,0.6796875,0.45625,351.77327753589185
1,2025-04-09 09:25:30.317802,0.6859375,0.4666666666666667,352.01067323360314
1,2025-04-09 09:25:30.349316,0.690625,0.4708333333333333,352.5779770868129
1,2025-04-09 09:25:30.382441,0.690625,0.47291666666666665,352.619919775879
1,2025-04-09 09:25:30.429791,0.6875,0.47291666666666665,353.0496653644868
1,2025-04-09 09:25:30.461731,0.684375,0.46875,353.01011495599903
1,2025-04-09 09:25:30.494816,0.68125,0.4625,352.9701141273895
1,2025-04-09 09:25:30.525563,0.6796875,0.45416666666666666,353.36748538486154
1,2025-04-09 09:25:30.557112,0.678125,0.4479166666666667,352.8473312500053
1,2025-04-09 09:25:30.589929,0.678125,0.4395833333333333,353.2901631922431
1,2025-04-09 09:25:30.622412,0.6796875,0.4354166666666667,352.8473312500053
1,2025-04-09 09:25:30.654524,0.68125,0.42916666666666664,352.8473312500053
1,2025-04-09 09:25:30.685936,0.6828125,0.4270833333333333,352.8054499722334
1,2025-04-09 09:25:30.719353,0.684375,0.4270833333333333,353.32904732574616
1,2025-04-09 09:25:30.750436,0.6859375,0.43125,353.32904732574616
1,2025-04-09 09:25:30.781778,0.6890625,0.43333333333333335,353.32904732574616
1,2025-04-09 09:25:30.830859,0.6921875,0.4354166666666667,353.77015736130926
1,2025-04-09 09:25:30.862298,0.696875,0.4354166666666667,354.6854543300552
1,2025-04-09 09:25:30.893623,0.7015625,0.43333333333333335,356.4920050242662
1,2025-04-09 09:25:30.926483,0.70625,0.43125,358.2443571983815
1,2025-04-09 09:25:30.957851,0.7109375,0.42916666666666664,0.4390395256816646
1,2025-04-09 09:25:30.989833,0.71875,0.4270833333333333,3.0881080325079324
1,2025-04-09 09:25:31.022590,0.7265625,0.4270833333333333,6.519801751656985
1,2025-04-09 09:25:31.054407,0.734375,0.425,8.190861376463374
1,2025-04-09 09:25:31.086865,0.74375,0.42291666666666666,8.98924854060158
1,2025-04-09 09:25:31.117720,0.7515625,0.42083333333333334,8.98924854060158
1,2025-04-09 09:25:31.151010,0.75625,0.41875,8.939565003151529
1,2025-04-09 09:25:31.181954,0.759375,0.4166666666666667,8.939565003151529
1,2025-04-09 09:25:31.213507,0.7609375,0.4125,9.3065334633622
1,2025-04-09 09:25:31.260858,0.7625,0.41041666666666665,10.191501850027635
1,2025-04-09 09:25:31.293075,0.7625,0.41041666666666665,9.775220805893241
1,2025-04-09 09:25:31.325796,0.7625,0.41041666666666665,10.606698293220632
1,2025-04-09 09:25:31.358229,0.7625,0.41041666666666665,10.54877659271557
1,2025-04-09 09:25:31.389265,0.7640625,0.4125,10.191501850027635
1,2025-04-09 09:25:31.421803,0.765625,0.4125,10.191501850027635
1,2025-04-09 09:25:31.453805,0.771875,0.41041666666666665,10.665252180648395
1,2025-04-09 09:25:31.485837,0.775,0.41041666666666665,10.665252180648395
1,2025-04-09 09:25:31.517500,0.7796875,0.40625,11.020770937290592
1,2025-04-09 09:25:31.549597,0.784375,0.40208333333333335,11.081498173470209
1,2025-04-09 09:25:31.582078,0.7875,0.39791666666666664,11.84539145958479
1,2025-04-09 09:25:31.613663,0.790625,0.3958333333333333,11.84539145958479
1,2025-04-09 09:25:31.661867,0.7953125,0.39375,11.91040835822372
