id,timestamp,x,y,theta
1,2025-04-22 14:51:13.198374,0.7203125,0.4875,4.619923481660408
1,2025-04-22 14:51:13.297624,0.65625,0.45625,359.5452811383069
1,2025-04-22 14:51:13.329114,0.6359375,0.46458333333333335,359.1065709846579
1,2025-04-22 14:51:13.361245,0.625,0.4708333333333333,358.6754780877088
1,2025-04-22 14:51:13.393940,0.6125,0.48333333333333334,357.81835859644855
1,2025-04-22 14:51:13.426227,0.6,0.4979166666666667,357.83074241027145
1,2025-04-22 14:51:13.458483,0.5953125,0.5020833333333333,357.83074241027145
1,2025-04-22 14:51:13.489886,0.5890625,0.5083333333333333,357.8550931962677
1,2025-04-22 14:51:13.521349,0.584375,0.5145833333333333,357.015213558739
1,2025-04-22 14:51:13.553064,0.5828125,0.5166666666666667,356.98154917869437
1,2025-04-22 14:51:13.584872,0.5828125,0.5208333333333334,356.14319901441013
1,2025-04-22 14:51:13.633802,0.5828125,0.5208333333333334,356.58975914024506
1,2025-04-22 14:51:13.665717,0.584375,0.5229166666666667,357.015213558739
1,2025-04-22 14:51:13.697134,0.5859375,0.5229166666666667,356.99847567230086
1,2025-04-22 14:51:13.729546,0.5875,0.5229166666666667,357.015213558739
1,2025-04-22 14:51:13.761634,0.5890625,0.5229166666666667,357.015213558739
1,2025-04-22 14:51:13.793283,0.5875,0.525,357.4409976823006
1,2025-04-22 14:51:13.825568,0.58125,0.5333333333333333,356.1214754971523
37,2025-04-22 14:51:25.185053,0.6640625,0.1875,171.57303097851934
17,2025-04-22 14:51:27.106859,0.7109375,0.20208333333333334,26.565051177077976
17,2025-04-22 14:51:27.937901,0.734375,0.25625,3.6329507394881944
37,2025-04-22 14:51:33.809232,0.184375,0.5333333333333333,345.9637565320735
37,2025-04-22 14:54:21.928034,0.16875,0.5604166666666667,233.13010235415598
37,2025-04-22 14:54:22.531099,0.16875,0.5604166666666667,233.13010235415598
